PITG_00002T0 ,905, 1
PITG_00003T0 ,1001, 6
PITG_00004T0 ,877, 4
PITG_00005T0 ,837, 1
PITG_00006T0 ,558, 3
PITG_00009T0 ,0, 0
PITG_00010T0 ,821, 4
PITG_00011T0 ,893, 3
PITG_00012T0 ,923, 8
PITG_00013T0 ,1001, 3
PITG_00014T0 ,811, 3
PITG_00015T0 ,875, 5
PITG_00016T0 ,1001, 2
PITG_00019T0 ,302, 2
PITG_00020T0 ,1000, 9
PITG_00021T0 ,1001, 5
PITG_00022T0 ,961, 6
PITG_00023T0 ,263, 0
PITG_00024T0 ,1001, 5
PITG_00025T0 ,778, 4
PITG_00026T0 ,931, 3
PITG_00027T0 ,965, 5
PITG_00028T0 ,562, 2
PITG_00029T0 ,635, 0
PITG_00030T0 ,1001, 5
PITG_00031T0 ,989, 7
PITG_00032T0 ,834, 5
PITG_00033T0 ,532, 1
PITG_00034T0 ,611, 3
PITG_00035T0 ,837, 3
PITG_00036T0 ,961, 10
PITG_00037T0 ,855, 3
PITG_00038T0 ,333, 2
PITG_00039T0 ,807, 2
PITG_00040T0 ,0, 0
PITG_00041T0 ,627, 0
PITG_00042T0 ,885, 1
PITG_00043T0 ,862, 0
PITG_00044T0 ,889, 4
PITG_00045T0 ,895, 5
PITG_00046T0 ,452, 2
PITG_00047T0 ,460, 3
PITG_00048T0 ,938, 3
PITG_00049T0 ,536, 2
PITG_00050T0 ,678, 3
PITG_00051T0 ,602, 2
PITG_00052T0 ,858, 6
PITG_00053T0 ,816, 2
PITG_00054T0 ,870, 7
PITG_00055T0 ,806, 1
PITG_00056T0 ,919, 7
PITG_00058T0 ,1001, 7
PITG_00059T0 ,1001, 1
PITG_00060T0 ,897, 0
PITG_00061T0 ,1001, 3
PITG_00062T0 ,1001, 3
PITG_00063T0 ,864, 5
PITG_00064T0 ,668, 3
PITG_00065T0 ,1001, 7
PITG_00066T0 ,0, 0
PITG_00067T0 ,667, 3
PITG_00068T0 ,1001, 2
PITG_00069T0 ,973, 4
PITG_00070T0 ,952, 5
PITG_00071T0 ,493, 3
PITG_00072T0 ,448, 1
PITG_00073T0 ,863, 1
PITG_00074T0 ,665, 2
PITG_00075T0 ,503, 2
PITG_00076T0 ,942, 4
PITG_00077T0 ,1001, 2
PITG_00078T0 ,869, 1
PITG_00079T0 ,1001, 4
PITG_00080T0 ,697, 4
PITG_00081T0 ,858, 12
PITG_00082T0 ,921, 1
PITG_00083T0 ,1001, 1
PITG_00084T0 ,0, 0
PITG_00088T0 ,1001, 2
PITG_00089T0 ,622, 1
PITG_00090T0 ,762, 1
PITG_00093T0 ,1001, 3
PITG_00094T0 ,0, 0
PITG_00095T0 ,1001, 4
PITG_00096T0 ,961, 2
PITG_00097T0 ,0, 0
PITG_00098T0 ,957, 1
PITG_00099T0 ,980, 3
PITG_00100T0 ,1001, 4
PITG_00101T0 ,0, 0
PITG_00102T0 ,955, 1
PITG_00103T0 ,812, 5
PITG_00104T0 ,0, 0
PITG_00106T0 ,922, 3
PITG_00107T0 ,484, 3
PITG_00108T0 ,870, 4
PITG_22659T0 ,225, 2
PITG_00109T0 ,1001, 4
PITG_00110T0 ,865, 2
PITG_00111T0 ,1001, 3
PITG_00112T0 ,966, 3
PITG_00113T0 ,831, 6
PITG_00114T0 ,772, 6
PITG_00115T0 ,479, 2
PITG_00116T0 ,499, 0
PITG_00117T0 ,578, 3
PITG_00118T0 ,809, 3
PITG_00119T0 ,632, 3
PITG_00121T0 ,866, 3
PITG_00122T0 ,956, 1
PITG_00123T0 ,911, 3
PITG_00124T0 ,868, 6
PITG_00125T0 ,848, 8
PITG_00126T0 ,1001, 7
PITG_00127T0 ,729, 2
PITG_00128T0 ,983, 4
PITG_00129T0 ,783, 2
PITG_00130T0 ,848, 3
PITG_00131T0 ,0, 0
PITG_00132T0 ,967, 2
PITG_00133T0 ,203, 0
PITG_00134T0 ,891, 7
PITG_00135T0 ,980, 5
PITG_00136T0 ,322, 1
PITG_00137T0 ,406, 1
PITG_00138T0 ,1001, 7
PITG_00139T0 ,826, 7
PITG_00140T0 ,819, 2
PITG_00141T0 ,1001, 7
PITG_00142T0 ,779, 1
PITG_00143T0 ,784, 3
PITG_00144T0 ,896, 4
PITG_00145T0 ,1001, 3
PITG_00146T0 ,919, 2
PITG_00147T0 ,959, 7
PITG_00148T0 ,987, 6
PITG_00149T0 ,749, 2
PITG_00150T0 ,461, 1
PITG_00151T0 ,923, 3
PITG_00152T0 ,1001, 1
PITG_00153T0 ,86, 1
PITG_00154T0 ,1001, 3
PITG_00155T0 ,783, 3
PITG_00156T0 ,595, 1
PITG_00157T0 ,1001, 3
PITG_00158T0 ,876, 1
PITG_00159T0 ,704, 2
PITG_00160T0 ,578, 3
PITG_00162T0 ,958, 5
PITG_00163T0 ,904, 1
PITG_00164T0 ,691, 1
PITG_00165T0 ,735, 3
PITG_00166T0 ,600, 3
PITG_00167T0 ,813, 2
PITG_00169T0 ,778, 5
PITG_00170T0 ,679, 6
PITG_00171T0 ,947, 4
PITG_00172T0 ,821, 9
PITG_00173T0 ,936, 5
PITG_00174T0 ,953, 6
PITG_00175T0 ,58, 1
PITG_00176T0 ,571, 2
PITG_00177T0 ,986, 3
PITG_00178T0 ,490, 0
PITG_00179T0 ,460, 1
PITG_00180T0 ,933, 6
PITG_00181T0 ,944, 8
PITG_00182T0 ,1001, 6
PITG_00183T0 ,983, 6
PITG_00184T0 ,1001, 7
PITG_00185T0 ,228, 0
PITG_00186T0 ,649, 2
PITG_00187T0 ,667, 3
PITG_00188T0 ,811, 3
PITG_00189T0 ,627, 1
PITG_00190T0 ,662, 4
PITG_00191T0 ,1001, 11
PITG_00192T0 ,868, 6
PITG_00193T0 ,975, 8
PITG_00194T0 ,743, 3
PITG_00195T0 ,826, 2
PITG_00196T0 ,436, 0
PITG_00197T0 ,1001, 2
PITG_00198T0 ,844, 7
PITG_00200T0 ,856, 1
PITG_00201T0 ,852, 7
PITG_00202T0 ,411, 3
PITG_00203T0 ,932, 4
PITG_00204T0 ,616, 6
PITG_00205T0 ,829, 5
PITG_00206T0 ,883, 1
PITG_00207T0 ,873, 3
PITG_00208T0 ,41, 0
PITG_00209T0 ,558, 4
PITG_00210T0 ,1001, 5
PITG_00211T0 ,629, 3
PITG_00212T0 ,863, 3
PITG_00213T0 ,468, 0
PITG_00214T0 ,1001, 1
PITG_00215T0 ,408, 1
PITG_00216T0 ,796, 4
PITG_00217T0 ,514, 3
PITG_00218T0 ,0, 0
PITG_00219T0 ,884, 5
PITG_00220T0 ,923, 4
PITG_00221T0 ,667, 3
PITG_00222T0 ,807, 0
PITG_00223T0 ,1001, 4
PITG_00224T0 ,1001, 6
PITG_00225T0 ,761, 2
PITG_00226T0 ,596, 3
PITG_00227T0 ,752, 4
PITG_00228T0 ,0, 0
PITG_00229T0 ,701, 2
PITG_00230T0 ,841, 5
PITG_00231T0 ,0, 0
PITG_00232T0 ,760, 5
PITG_00233T0 ,851, 6
PITG_00234T0 ,193, 0
PITG_00235T0 ,964, 5
PITG_00236T0 ,1001, 3
PITG_00237T0 ,682, 1
PITG_00238T0 ,931, 6
PITG_00240T0 ,806, 5
PITG_00241T0 ,780, 1
PITG_00244T0 ,0, 0
PITG_00245T0 ,1001, 2
PITG_00246T0 ,794, 4
PITG_00247T0 ,73, 0
PITG_00248T0 ,911, 5
PITG_00249T0 ,1001, 2
PITG_00250T0 ,767, 4
PITG_00251T0 ,676, 4
PITG_00252T0 ,665, 4
PITG_00253T0 ,518, 0
PITG_00254T0 ,582, 1
PITG_00255T0 ,1001, 5
PITG_00256T0 ,785, 4
PITG_00257T0 ,553, 3
PITG_00258T0 ,945, 3
PITG_00259T0 ,776, 1
PITG_00260T0 ,867, 4
PITG_00261T0 ,935, 7
PITG_00262T0 ,833, 1
PITG_00263T0 ,898, 4
PITG_00264T0 ,953, 2
PITG_00265T0 ,744, 4
PITG_00266T0 ,840, 5
PITG_00267T0 ,765, 5
PITG_00268T0 ,1001, 4
PITG_00269T0 ,429, 1
PITG_00270T0 ,934, 4
PITG_00271T0 ,830, 2
PITG_00272T0 ,1001, 4
PITG_00273T0 ,783, 1
PITG_00274T0 ,840, 5
PITG_00275T0 ,805, 4
PITG_00276T0 ,931, 6
PITG_00279T0 ,0, 0
PITG_00280T0 ,791, 6
PITG_00281T0 ,618, 0
PITG_00282T0 ,956, 5
PITG_00283T0 ,1001, 2
PITG_00284T0 ,1001, 5
PITG_00286T0 ,0, 0
PITG_00287T0 ,1001, 1
PITG_00288T0 ,618, 4
PITG_00289T0 ,982, 5
PITG_00290T0 ,1001, 5
PITG_00291T0 ,358, 3
PITG_00292T0 ,847, 3
PITG_00293T0 ,1001, 3
PITG_00294T0 ,866, 5
PITG_00295T0 ,441, 3
PITG_00296T0 ,1001, 6
PITG_00297T0 ,165, 1
PITG_00298T0 ,752, 7
PITG_00299T0 ,609, 0
PITG_00300T0 ,296, 1
PITG_00301T0 ,431, 3
PITG_00302T0 ,829, 5
PITG_00303T0 ,935, 1
PITG_00304T0 ,255, 0
PITG_00305T0 ,832, 4
PITG_00306T0 ,494, 0
PITG_00307T0 ,1001, 8
PITG_00308T0 ,354, 1
PITG_00309T0 ,592, 4
PITG_00310T0 ,0, 0
PITG_00311T0 ,738, 2
PITG_00312T0 ,1001, 5
PITG_00313T0 ,605, 1
PITG_00314T0 ,703, 5
PITG_00315T0 ,173, 1
PITG_00319T0 ,959, 14
PITG_00320T0 ,1001, 3
PITG_00321T0 ,866, 3
PITG_00322T0 ,924, 3
PITG_00323T0 ,419, 3
PITG_00324T0 ,798, 1
PITG_00327T0 ,824, 2
PITG_00328T0 ,1001, 2
PITG_00329T0 ,938, 0
PITG_00330T0 ,791, 9
PITG_00331T0 ,0, 0
PITG_00332T0 ,571, 1
PITG_00333T0 ,509, 0
PITG_00334T0 ,0, 0
PITG_00335T0 ,931, 8
PITG_00336T0 ,875, 2
PITG_00337T0 ,662, 4
PITG_00338T0 ,785, 2
PITG_00339T0 ,695, 6
PITG_00340T0 ,403, 1
PITG_00341T0 ,634, 2
PITG_00342T0 ,736, 2
PITG_00343T0 ,1001, 4
PITG_00347T0 ,1001, 5
PITG_00348T0 ,801, 5
PITG_00349T0 ,610, 4
PITG_00350T0 ,738, 3
PITG_00351T0 ,800, 9
PITG_00352T0 ,888, 6
PITG_00353T0 ,1001, 5
PITG_00354T0 ,729, 6
PITG_00357T0 ,923, 0
PITG_00358T0 ,862, 5
PITG_00359T0 ,508, 5
PITG_00360T0 ,250, 1
PITG_00361T0 ,526, 1
PITG_00362T0 ,869, 3
PITG_00363T0 ,712, 1
PITG_00364T0 ,593, 1
PITG_00366T0 ,1001, 1
PITG_00368T0 ,0, 0
PITG_00369T0 ,587, 2
PITG_00370T0 ,556, 1
PITG_22660T0 ,1001, 4
PITG_00372T0 ,920, 3
PITG_00373T0 ,936, 4
PITG_00375T0 ,1001, 4
PITG_00377T0 ,394, 3
PITG_00378T0 ,433, 2
PITG_00379T0 ,827, 5
PITG_00380T0 ,920, 4
PITG_00381T0 ,550, 1
PITG_00382T0 ,737, 3
PITG_00383T0 ,984, 6
PITG_00384T0 ,602, 2
PITG_00385T0 ,310, 3
PITG_00386T0 ,813, 8
PITG_00388T0 ,799, 2
PITG_00389T0 ,421, 1
PITG_00390T0 ,853, 7
PITG_00391T0 ,697, 2
PITG_00392T0 ,955, 4
PITG_00393T0 ,934, 2
PITG_00394T0 ,1001, 5
PITG_00395T0 ,939, 5
PITG_00396T0 ,550, 1
PITG_00397T0 ,884, 1
PITG_00398T0 ,898, 6
PITG_00399T0 ,864, 5
PITG_00400T0 ,847, 3
PITG_00401T0 ,870, 1
PITG_00402T0 ,630, 2
PITG_00403T0 ,1001, 5
PITG_00404T0 ,366, 2
PITG_00405T0 ,899, 1
PITG_00406T0 ,733, 3
PITG_00407T0 ,756, 6
PITG_00408T0 ,352, 2
PITG_00409T0 ,697, 5
PITG_00410T0 ,1001, 1
PITG_00411T0 ,1001, 7
PITG_00412T0 ,957, 2
PITG_00413T0 ,1001, 4
PITG_00414T0 ,651, 4
PITG_00415T0 ,664, 6
PITG_00416T0 ,926, 4
PITG_00417T0 ,917, 3
PITG_00418T0 ,987, 7
PITG_00419T0 ,883, 5
PITG_00420T0 ,1001, 5
PITG_00421T0 ,496, 4
PITG_00422T0 ,920, 4
PITG_00423T0 ,811, 2
PITG_00424T0 ,1001, 6
PITG_00425T0 ,258, 0
PITG_00426T0 ,338, 0
PITG_00427T0 ,961, 4
PITG_00430T0 ,0, 0
PITG_00431T0 ,829, 5
PITG_00432T0 ,1001, 2
PITG_00433T0 ,898, 3
PITG_00436T0 ,899, 5
PITG_00437T0 ,750, 6
PITG_00438T0 ,923, 1
PITG_00439T0 ,785, 5
PITG_00440T0 ,406, 2
PITG_00441T0 ,730, 4
PITG_00442T0 ,1001, 1
PITG_00443T0 ,483, 3
PITG_00444T0 ,78, 0
PITG_00445T0 ,1001, 4
PITG_00446T0 ,698, 3
PITG_00447T0 ,897, 4
PITG_00448T0 ,843, 3
PITG_00449T0 ,890, 5
PITG_00450T0 ,0, 0
PITG_00451T0 ,777, 2
PITG_00452T0 ,1001, 3
PITG_00453T0 ,840, 2
PITG_00454T0 ,168, 1
PITG_00455T0 ,923, 7
PITG_00456T0 ,811, 4
PITG_00457T0 ,455, 4
PITG_00458T0 ,924, 6
PITG_00459T0 ,375, 1
PITG_00460T0 ,690, 2
PITG_00461T0 ,1001, 3
PITG_00462T0 ,354, 2
PITG_00463T0 ,947, 0
PITG_00464T0 ,922, 5
PITG_00465T0 ,539, 3
PITG_00466T0 ,713, 5
PITG_00467T0 ,950, 8
PITG_00468T0 ,754, 3
PITG_00469T0 ,917, 2
PITG_00470T0 ,1001, 10
PITG_00471T0 ,840, 5
PITG_00472T0 ,642, 7
PITG_00473T0 ,1001, 12
PITG_00474T0 ,718, 6
PITG_00475T0 ,789, 1
PITG_00476T0 ,389, 3
PITG_00477T0 ,333, 2
PITG_00478T0 ,440, 4
PITG_00479T0 ,0, 0
PITG_00480T0 ,859, 4
PITG_00481T0 ,818, 5
PITG_00482T0 ,989, 5
PITG_00483T0 ,456, 4
PITG_00484T0 ,1001, 4
PITG_00485T0 ,921, 8
PITG_00486T0 ,890, 1
PITG_00488T0 ,645, 3
PITG_00489T0 ,641, 2
PITG_00490T0 ,705, 7
PITG_00491T0 ,872, 1
PITG_00492T0 ,762, 0
PITG_00493T0 ,576, 3
PITG_00494T0 ,731, 2
PITG_00495T0 ,476, 4
PITG_00496T0 ,647, 4
PITG_00499T0 ,948, 4
PITG_00500T0 ,914, 3
PITG_00501T0 ,734, 3
PITG_00502T0 ,780, 5
PITG_00503T0 ,818, 2
PITG_00504T0 ,804, 3
PITG_00505T0 ,1001, 1
PITG_00506T0 ,678, 2
PITG_00507T0 ,935, 3
PITG_00508T0 ,480, 3
PITG_00509T0 ,947, 4
PITG_00510T0 ,0, 0
PITG_00513T0 ,876, 8
PITG_00514T0 ,908, 8
PITG_00515T0 ,364, 0
PITG_00516T0 ,1001, 5
